SystemName,SystemCode,SchoolLongName,SchoolCode,County,County Code,SB District,Grade Low,Grade High,Elementary School,Middle School,Junior High School,High School,Title 1,PrincipalName,Address,City,State,Zip Code,Zip Code Plus 4,Phone,Fax,Email,Web Address,NCES ID Number
Montgomery County,051,Pintlala Elementary School,0520,Montgomery,051,05,OK,06,Y,N,N,N,School-wide,SHANNON SCHMIDT,215 Federal Rd,Hope Hull,AL,36043,36043-5146,(334) 288-9523,(334) 288-4185,shannon.schmidt@mps.k12.al.us,www.pintlala.mps-al.org/,01034
Montgomery County,051,Southlawn Elementary School,0530,Montgomery,051,05,OK,05,Y,N,N,N,School-wide,Tamara Winston,5225 Patricia Ln,Montgomery,AL,36108,36108-5399,(334) 284-8028,(334) 284-8069,tamara.winston@mps.k12.al.us,www.southlawnelem.mps-al.org/,01037
Montgomery County,051,Southlawn Middle School,0535,Montgomery,051,05,06,08,Y,Y,N,N,School-wide,Rafiq Vaughn,5333 Mobile Hwy,Montgomery,AL,36108,36108-5331,(334) 284-8086,(334) 284-8094,rafiq.vaughn@mps.k12.al.us,www.southlawnmid.mps-al.org/,01111
Montgomery County,051,Vaughn Road Elementary School,0540,Montgomery,051,05,OK,05,Y,N,N,N,School-wide,Brenda Lindsey,4407 Vaughn Rd,Montgomery,AL,36106,36106-3099,(334) 260-1031,(334) 260-1041,brenda.lindsey@mps.k12.al.us,www.vaughnrd.mps-al.org/,01039
Montgomery County,051,Wares Ferry Elementary School,0550,Montgomery,051,05,OK,05,Y,N,N,N,School-wide,Edward Drozdowski,6425 Wares Ferry Rd,Montgomery,AL,36117,36117-3399,(334) 260-1036,(334) 260-1035,edward.drozdowski@mps.k12.al.us,www.waresferry.mps-al.org/,01564
Montgomery County,051,Wilson Elementary School,0560,Montgomery,051,05,PK,05,Y,N,N,N,Not Title 1,Meredith Bishop,8900 Park Crossing,Montgomery,AL,36117,36117-9231,(334) 272-8819,(334) 395-8172,meredith.bishop@mps.k12.al.us,www.wilson.mps-al.org/,02151
Morgan County,052,Albert P Brewer High School,0005,Morgan,052,06,09,12,N,N,N,Y,Not Title 1,Jeremy Childers,59 Eva Rd,Somerville,AL,35670,35670-6423,(256) 778-8634,(256) 778-8012,jrchilders@morgank12.org,www.apbrewer.org,01696
Morgan County,052,Cotaco School,0010,Morgan,052,06,PK,08,Y,Y,N,N,School-wide,Bradley Stapler,100 Cotaco School Rd,Somerville,AL,35670,35670-5329,(256) 778-8154,(256) 778-8148,btstapler@morgank12.org,www.cotacoschool.com,01041
Morgan County,052,Danville-Neel Elementary School,0020,Morgan,052,06,PK,04,Y,N,N,N,School-wide,Tara Murphy,8688 Danville Rd,Danville,AL,35619,35619-6419,(256) 773-7183,(256) 773-7718,tpmurphy@morgank12.org,www.danvilleneelelemschool.al.mcs.schoolinsites.com,00202
Morgan County,052,Danville Middle School,0025,Morgan,052,06,05,08,Y,Y,N,N,School-wide,Kellie Tanner,5933 Highway 36 W,Danville,AL,35619,35619-6634,(256) 773-7723,(256) 773-7708,gcwalker@morgank12.org,morgank12.org,00574
Morgan County,052,Danville High School,0030,Morgan,052,06,09,12,N,N,N,Y,Not Title 1,Marty Chambers,9235 Danville Rd,Danville,AL,35619,35619-6432,(256) 773-9909,(256) 773-5622,machambers@morgank12.org,danvillehighschool@morgank12.org,01042
Morgan County,052,Eva School,0040,Morgan,052,06,OK,08,Y,Y,N,N,School-wide,David Estes,20 School Rd,Eva,AL,35621,35621-8950,(256) 796-5141,(256) 796-7108,pepatterson@morgank12.org,www.evaschool.org,01043
Morgan County,052,Falkville Elementary School,0055,Morgan,052,06,OK,05,Y,N,N,N,School-wide,Brandon Bryan,72 Clark Dr,Falkville,AL,35622,35622-5047,(256) 784-5249,(256) 784-9070,bsbryan@morgank12.org,https://www.fesk5.com,00204
Morgan County,052,Falkville High School,0060,Morgan,052,06,06,12,Y,Y,Y,Y,Not Title 1,Glenn Lang,43 Clark Dr.,Falkville,AL,35622,35622-0388,(256) 784-5248,(256) 784-6255,gclang@morgank12.org,morgank12.org,01044
Morgan County,052,Laceys Spring Elementary School,0090,Morgan,052,06,OK,08,Y,Y,N,N,School-wide,Houston Blackwood,48 School Rd,Laceys Spring,AL,35754,35754-4001,(256) 881-4460,(256) 881-1748,maedwards@morgank12.org,,01046
Morgan County,052,Morgan County Learning Center,0110,Morgan,052,06,06,12,Y,Y,Y,Y,Not Title 1,Layne Dillard,72 Plainview St,Hartselle,AL,35640,35640-6542,(256) 773-6458,(256) 309-2158,lhdillard@morgank12.org,www.morgank12.org,01526
Morgan County,052,Sparkman Elementary School,0140,Morgan,052,06,OK,08,Y,Y,N,N,School-wide,Layne Dillard,72 Plainview St,Hartselle,AL,35640,35640-5502,(256) 773-6458,(205) 751-1256,lhdillard@morgank12.org,https://sparkmanschool.al.mcs.schoolinsites.com/,01050
Morgan County,052,Priceville Elementary School,0145,Morgan,052,06,OK,05,Y,N,N,N,Not Title 1,Tanya McCain,438 Cave Spring Rd,Decatur,AL,35603,35603-6036,(256) 341-9202,(256) 341-0776,achumphries@morgank12.org,morgank12.org/pes,01440
Morgan County,052,Priceville Junior High School,0147,Morgan,052,06,06,08,Y,Y,N,N,Not Title 1,Mary Speegle,311 Highway 67 S,Decatur,AL,35603,35603-5403,(256) 355-5104,(256) 355-5932,mwspeegle@morgank12.org,www.morgank12.org/pjhs,01871
Morgan County,052,Priceville High School,0150,Morgan,052,06,09,12,N,N,N,Y,Not Title 1,Mark Mason,317 Highway 67 S,Decatur,AL,35603,35603-5403,(256) 353-1950,(256) 353-2802,mdmason@morgank12.org,,01048
Morgan County,052,Union Hill School,0170,Morgan,052,06,OK,08,Y,Y,N,N,School-wide,Robert Elliott,2221 Union Hill Rd,Somerville,AL,35670,35670-6619,(256) 498-2431,(256) 498-3524,rlelliott@morgank12.org,www.morgank12.org/uh,01051
Morgan County,052,West Morgan Elementary School,0175,Morgan,052,06,OK,04,Y,N,N,N,School-wide,Rebecca Burt,571 Old Highway 24,Trinity,AL,35673,35673-6108,(256) 350-8818,(256) 350-5756,reburt@morgank12.org,https://westmorganelementaryschool.org/,00212
Morgan County,052,West Morgan Middle School,0177,Morgan,052,06,05,08,Y,Y,N,N,School-wide,Jill Jones,261 S Greenway Dr,Trinity,AL,35673,35673-6002,(256) 353-5214,(256) 355-8713,chkelsoe@morgank12.org,www.morgank12.org/wmms,01864
Morgan County,052,West Morgan High School,0180,Morgan,052,06,09,12,N,N,N,Y,Not Title 1,Bryan Harris,261 S Greenway Dr,Trinity,AL,35673,35673-6002,(256) 353-5214,(256) 355-8713,bkharris@morgank12.org,westmorganhighschool.org,01052
Morgan County,052,Albert P Brewer Vocational School,6000,Morgan,052,06,10,12,N,N,N,Y,Not Title 1,Christal Blevins,59 Eva Rd,Somerville,AL,35670,35670-6423,(256) 309-2119,(256) 309-2180,cablevins@morgank12.org,,01121
Perry County,053,Francis Marion School,0025,Perry,053,05,PK,12,Y,Y,Y,Y,School-wide,Fred Moore,101 Hubbard Drive,Marion,AL,36756,36756-2100,(334) 683-6622,(334) 683-6647,https://www.aturnersrelem@gmail.com,pcschooldistrict.org,01734
Perry County,053,Robert C Hatch High School,0040,Perry,053,05,PK,12,Y,Y,Y,Y,School-wide,Leslie Ford-Turner,P O Box 709,Uniontown,AL,36786,36786-0709,(334) 628-6464,(334) 628-4935,msfordles@hotmail.com,perrycountyal.org,01577
Pickens County,054,Aliceville Elementary School,0010,Pickens,054,04,PK,04,Y,N,N,N,School-wide,Russell Smart,800 Columbus Rd NW,Aliceville,AL,35442,35442-1623,(205) 373-8722,(205) 373-3337,smartr@aes.pickens.k12.al.us,www.aes.pickens.k12.al.us,01097
Pickens County,054,Aliceville High School,0020,Pickens,054,04,09,12,N,N,N,Y,School-wide,Terry Sterling,417 3rd St SE,Aliceville,AL,35442,35442-2799,(205) 373-6378,(205) 373-6730,sterlingt@ahs.pickens.k12.al.us,www.myschoolonline.com/site/0,1876,7529-55381-7-148,00.html,01098
Pickens County,054,Aliceville Middle School,0030,Pickens,054,04,05,08,Y,Y,N,N,School-wide,Fred Young,1000 Columbus Rd NW,Aliceville,AL,35442,35442-1625,(205) 373-6900,(205) 373-8296,youngf@ams.pickens.k12.al.us,https://www.ams.pickens.k12.al.us,01099
Pickens County,054,Gordo Elementary School,0060,Pickens,054,04,OK,06,Y,N,N,N,School-wide,Kenneth Holder,535 4th St NW,Gordo,AL,35466,35466-2558,(205) 364-8480,(205) 364-0350,stampsl@ges.pickens.k12.al.us,www.ges.pickens.k12.al.us,01103
Pickens County,054,Gordo High School,0070,Pickens,054,04,07,12,N,Y,Y,Y,School-wide,Mark Capps,630 4th St NW,Gordo,AL,35466,35466-2587,(205) 364-7353,(205) 364-6160,cappsm@ghs.pickens.k12.al.us,www.ghs.pickens.k12.al.us,01104
Pickens County,054,Pickens County High School,0080,Pickens,054,04,07,12,N,Y,Y,Y,School-wide,SheMia Wilson,PO Box 1239,Reform,AL,35481,35481-1239,(205) 375-2344,(205) 375-8151,woodsd@pchs.pickens.k12.al.us,www.myschoolonline.com/site/0,1876,8222-8436-7-160,00.html,01102
Pickens County,054,Reform Elementary School,0090,Pickens,054,04,OK,06,Y,N,N,N,School-wide,Valerie Carter-Jackson,815 7th Ave SW,Reform,AL,35481,35481-2106,(205) 375-6351,(205) 375-6777,mullenixw@res.pickens.k12.al.us,www.myschoolonline.com/site/0,1876,8222-55405-7-115,00.html,01106
Pickens County,054,Ladow Technical Center ,6000,Pickens,054,04,10,12,N,N,N,Y,Not Title 1,William Mullenix,PO Box 32,Carrollton,AL,35447,35447-0032,,,maughanm@pcboe.org,,01131
Pike County,055,Banks School,0010,Pike,055,05,OK,08,Y,Y,N,N,School-wide,Mattie Scott,9769 N US Highway 29,Banks,AL,36005,36005-3209,(334) 243-5514,(334) 243-5984,mhead@pikecountyschools.com,www.banks-school.com,01110
Pike County,055,Goshen Elementary School,0025,Pike,055,05,OK,06,Y,N,N,N,School-wide,Wanda Corley,23 County Road 2238,Goshen,AL,36035,36035-2439,(334) 484-3442,(334) 484-3031,wcorley@pikecountyschools.com,www.goshenelem.com,01113
Pike County,055,Goshen High School,0030,Pike,055,05,07,12,N,Y,Y,Y,School-wide,Major Lane,PO Box 7,Goshen,AL,36035,36035-0007,(334) 484-3245,(334) 484-3247,wweeks@pikecountyschools.com,https://www.goshenhs.com,01114
Pike County,055,Pike County Elementary School,0039,Pike,055,05,OK,06,Y,N,N,N,School-wide,Sylvia Haslam,186 Hillcrest Dr,Brundidge,AL,36010,36010-9703,(334) 735-2683,(334) 735-5660,wwright@pikecountyschools.com,www.pikecountyelem.com,01115
Pike County,055,Pike County High School,0040,Pike,055,05,07,12,N,Y,Y,Y,School-wide,Willie Wright,552 S Main St,Brundidge,AL,36010,36010-2214,(334) 735-2389,(334) 735-3176,mhall@pikecountyschools.com,www.pikecountyhs.com,01112
Pike County,055,Pike County Alternative Learning Center,0045,Pike,055,05,05,12,Y,Y,Y,Y,Not Title 1,Robert Head,101 W Love St,Troy,AL,36081,36081-1906,(334) 566-1850,(334) 566-2580,nonesupplied@noreply.com,www.pikecountyschools.com,02155
Pike County,055,Troy-Pike Center For Technology,6000,Pike,055,05,08,12,N,Y,N,Y,Not Title 1,Julie Simmons,285 Gibbs St,Troy,AL,36081,36081-4704,(334) 566-5395,(334) 566-1690,jsimmons@pikecountyschools.com,www.troy-pike-tech.com,01137
Randolph County,056,Wedowee Elementary School,0010,Randolph,056,02,OK,03,Y,N,N,N,School-wide,Shawanna Boyd,940 Woodland Ave W,Wedowee,AL,36278,36278-7127,(256) 357-4588,(256) 357-4599,sboyd@randolphboe.org,www.randolphboe.org,02171
Randolph County,056,Randolph County High School,0020,Randolph,056,02,07,12,N,Y,Y,Y,School-wide,Darren Anglin,465 Woodland Ave E,Wedowee,AL,36278,36278-5190,(256) 357-4751,(256) 357-2310,pwhite@randolphboe.org,www.rchstigers.net,01119
Randolph County,056,Rock Mills Junior High School,0030,Randolph,056,02,OK,08,Y,Y,N,N,School-wide,Chad Kendrick,415 County Road 75,Roanoke,AL,36274,36274-3813,(334) 885-6823,(334) 885-6806,ckendrick@randolphboe.org,www.randolphboe.org/RockMillsJrHS,01122
Randolph County,056,Wadley High School,0040,Randolph,056,02,OK,12,Y,Y,Y,Y,School-wide,Lori Carlisle,PO Box 49,Wadley,AL,36276,36276-0049,(256) 395-2286,(256) 395-4488,lcarlisle@randolphboe.org,www.randolphboe.org,01123
Randolph County,056,Wedowee Middle School,0050,Randolph,056,02,04,06,Y,N,N,N,School-wide,James Robertson,896 Woodland Ave W,Wedowee,AL,36278,36278-7102,(256) 357-4636,(256) 357-9576,arobertson@randolphboe.org,www.wedoweetigers.com,01124
Randolph County,056,Woodland High School,0060,Randolph,056,02,OK,12,Y,Y,Y,Y,School-wide,Jeffery Thompson,24574 Highway 48,Woodland,AL,36280,36280-0157,(256) 449-2315,(256) 449-2316,jthompson@randolphboe.org,www.randolphboe.org,01125
Randolph County,056,Randolph-Roanoke Career Technology Center,6000,Randolph,056,02,10,12,N,N,N,Y,Not Title 1,Christy Fordham,960 Main St S,Wedowee,AL,36278,36278-7179,(256) 357-2839,(256) 357-4580,cfordham@randolphboe.org,www.randolphboe.org,01139
Russell County,057,Alternative Learning Center,0005,Russell,057,02,05,12,Y,Y,Y,Y,Not Title 1,Ricky Martin,91 Poorhouse Rd,Seale,AL,36875,36875-0000,(706) 321-2266,(334) 855-4487,martinr@russellcsd.net,www.russellcountyschools.org,01155
Russell County,057,Dixie Elementary School,0020,Russell,057,02,OK,06,Y,N,N,N,School-wide,Paula Thompson,PO Box 400,Phenix City,AL,36868,36868-0400,(706) 321-2228,(334) 298-0167,thompsonp@russellcsd.net,https://de-rcsd-al.schoolloop.com/,01132
Russell County,057,Ladonia Elementary School,0030,Russell,057,02,PK,06,Y,N,N,N,School-wide,Pamela Simpson,9 Woodland Drive,Phenix City,AL,36869,36869-0000,(706) 321-2232,(334) 297-2189,simpsonp@russellcsd.net,https://le-rcsd-al.schoolloop.com,01133
Russell County,057,Mt Olive Primary School,0035,Russell,057,02,OK,02,Y,N,N,N,School-wide,Shelia Baker,PO Box 400,Phenix City,AL,36868,36868-0400,(706) 321-2238,(334) 855-9483,bakers@russellcsd.net,https://moe-rcsd-al.schoolloop.com/,02192
Russell County,057,Mount Olive Intermediate School,0040,Russell,057,02,03,06,Y,N,N,N,School-wide,Tammy Barnes,PO Box 400,Phenix City,AL,36868,36868-0400,(706) 321-2235,(334) 855-9483,barnest@russellcsd.net,https://mois-rcsd-al.schoolloop.com/,01134
Russell County,057,Oliver Elementary School,0050,Russell,057,02,OK,06,Y,N,N,N,School-wide,Brandon Kiser,PO Box 400,Phenix City,AL,36868,36868-0400,(706) 321-2241,(334) 855-3201,kiserb@russellcsd.net,https://oe-rcsd-al.schoolloop.com/,01135
Russell County,057,Russell County High School,0065,Russell,057,02,09,12,N,N,N,Y,School-wide,Kendrick Britford,PO Box 400,Phenix City,AL,36868,36868-0400,(706) 321-2246,(334) 855-4042,britfordk@russellcsd.net,https://rchs-rcsd-al.schoolloop.com/,01802
Russell County,057,Russell County Middle School,0075,Russell,057,02,07,08,N,Y,N,N,School-wide,Barry Kirby,PO Box 400,Phenix City,AL,36868,36868-0400,(706) 321-2261,(334) 855-4487,kirbyb@russellcsd.net,https://rcms-rcsd-al.schoolloop.com/,01441
St Clair County,058,Ashville Elementary School,0005,St. Clair,058,06,PK,04,Y,N,N,N,School-wide,Tammy Coefield,33225 Highway 231,Ashville,AL,35953,35953-5841,(205) 594-5242,(205) 594-2239,tammy.coefield@sccboe.org,www.ashvilleelementary.com,01622
St Clair County,058,Ashville High School,0010,St. Clair,058,06,09,12,N,N,N,Y,Not Title 1,Patti Johnson,33215 US Highway 231,Ashville,AL,35953,35953-6254,(205) 594-7943,(205) 594-4349,patti.johnson@sccboe.org,www.ahsbulldogs.org,01362
St Clair County,058,Ashville Middle School,0013,St. Clair,058,06,05,08,Y,Y,N,N,School-wide,Rusty St. John,33221 Highway 231,Ashville,AL,35953,35953-0340,(205) 594-7044,(205) 594-2241,rusty.stjohn@sccboe.org,www.ams.sccboe.org,00322
St Clair County,058,Ruben Yancy Alternative School,0015,St. Clair,058,06,OK,12,Y,Y,Y,Y,Not Title 1,David Gray,466 10th St,Ashville,AL,35953,35953-3504,(205) 594-7492,(205) 594-3258,david.gray@sccboe.org,www.stclaircountyalabamaschools.net,01590
St Clair County,058,Margaret Elementary,0030,St. Clair,058,06,PK,05,Y,N,N,N,Not Title 1,Joe Goble,200 Mustang Drive,Odenville,AL,35120,35120-2014,(205) 629-5034,(205) 629-6149,joe.goble@sccboe.org,www.maes.sccboe.org,02170
St Clair County,058,Moody Elementary School,0065,St. Clair,058,06,PK,03,Y,N,N,N,Not Title 1,Kathy Tice,1006 Hl Blocker Cir,Moody,AL,35004,35004-2661,(205) 640-2180,(205) 640-4971,kathy.tice@sccboe.org,www.moodyelementaryschool.org,01779
St Clair County,058,Moody Middle School,0070,St. Clair,058,06,04,06,Y,N,N,N,Not Title 1,Debra Allred,696 High School Dr,Moody,AL,35004,35004-2600,(205) 640-2190,(205) 640-7903,debra.allred@sccboe.org,www.sccboe.org,01372
St Clair County,058,Moody High School,0075,St. Clair,058,06,09,12,N,N,N,Y,Not Title 1,Cheryl Kuyk,714 High School Dr,Moody,AL,35004,35004-2308,(205) 640-5127,(205) 640-2300,cheryl.kuyk@sccboe.org,moodybluedevils.org,01591
St Clair County,058,Moody Junior High School,0080,St. Clair,058,06,07,08,N,Y,N,N,Not Title 1,Cassandra Taylor,600 High School Dr,Moody,AL,35004,35004-2300,(205) 640-2040,(205) 640-3036,cassandra.taylor@sccboe.org,www.moodyjrhigh.com,01537
St Clair County,058,Ragland High School,0120,St. Clair,058,06,PK,12,Y,Y,Y,Y,School-wide,Roy Bliss,1060 Main St,Ragland,AL,35131,35131-3300,(205) 472-2123,(205) 472-0086,roy.bliss@sccboe.org,www.raglandschoolhome.com,01376
St Clair County,058,Springville High School,0130,St. Clair,058,06,09,12,N,N,N,Y,Not Title 1,Virgil Winslett,8295 US Highway 11,Springville,AL,35146,35146-6115,(205) 467-7833,(205) 467-2734,virgil.winslett@sccboe.org,www.shstigers.com,01377
St Clair County,058,Springville Middle School,0133,St. Clair,058,06,06,08,Y,Y,N,N,Not Title 1,Kimberly Brown,6691 US Highway 11,Springville,AL,35146,35146-4020,(205) 467-2740,(205) 467-2742,kim.brown@sccboe.org,www.sms.sccboe.org,00520
St Clair County,058,Springville Elementary School,0135,St. Clair,058,06,PK,05,Y,N,N,N,Not Title 1,James Talton,75 Wilson St,Springville,AL,35146,35146-3631,(205) 467-6550,(205) 467-2716,james.talton@sccboe.org,springvilleelementary.webs.com,00217
St Clair County,058,Odenville Elementary School,0137,St. Clair,058,06,PK,02,Y,N,N,N,School-wide,Christa Urban,420 Alabama St,Odenville,AL,35120,35120-3047,(205) 629-6406,(205) 629-6408,christa.urban@sccboe.org,www.odenvilleelementary.org,00219
St Clair County,058,Odenville Middle School,0138,St. Clair,058,06,06,08,Y,Y,N,N,School-wide,Walker Cook,PO Box 610,Odenville,AL,35120,35120-0610,(205) 629-2280,(205) 629-2282,walker.cook@sccboe.org,odenvillemiddleschool.com,01172
St Clair County,058,Odenville Intermediate School,0139,St. Clair,058,06,03,05,Y,N,N,N,School-wide,Constance Seymour,300 Burgess Dr,Odenville,AL,35120,35120-4133,(205) 629-2246,(205) 629-2249,constance.seymour@sccboe.org,www.sccboe.org,01877
St Clair County,058,Saint Clair County High School,0140,St. Clair,058,06,09,12,N,N,N,Y,Not Title 1,Brian Terry,16700 Us Highway 411,Odenville,AL,35120,35120-7928,(205) 629-6222,(205) 629-2228,brian.terry@sccboe.org,scchs1.net,01367
St Clair County,058,Steele Junior High School,0150,St. Clair,058,06,OK,08,Y,Y,N,N,School-wide,Lisa Glasgow,105 McHugh St,Steele,AL,35987,35987-1743,(256) 538-5489,(256) 538-5496,lisa.glasgow@sccboe.org,www.sccboe.org,01378
St Clair County,058,Eden Area Technical Center,6000,St. Clair,058,06,09,12,N,N,N,Y,Not Title 1,,45 County Road 33,Ashville,AL,35953,35953-5700,(205) 594-7055,(205) 594-2124,ronnie.mcfarling@sccboe.org,www.sccboe.org,01180
Shelby County,059,Calera High,0010,Shelby,059,03,09,12,N,N,N,Y,Not Title 1,Joel Dixon,100 Calera Eagle Dr,Calera,AL,35040,35040-6702,(205) 682-6100,(205) 682-6105,none listed,www.shelbyed.k12.al.us/schools/cahs/index.htm,01170
Shelby County,059,Calera Intermediate School,0015,Shelby,059,03,03,05,Y,N,N,N,School-wide,Susan Downs,8454 Highway 31 South,Calera,AL,35040,35040-0000,(205) 682-6500,(205) 682-6505,nonesupplied@noreply.com,https://www.shelbyed.k12.al.us/schools/cais/index.htm,02199
Shelby County,059,Calera Elementary,0018,Shelby,059,03,OK,02,Y,N,N,N,School-wide,Susan Cole,855 10th St,Calera,AL,35040,35040-6234,(205) 682-6120,(205) 682-6125,none listed,www.shelbyed.k12.al.us/schools/ces/index.htm,01169
Shelby County,059,Calera Middle,0019,Shelby,059,03,06,08,Y,Y,N,N,Not Title 1,Branden Vincent,9178 Highway 22,Montevallo,AL,35115,35115-0000,(205) 682-6140,(205) 682-6145,none listed,www.shelbyed.k12.al.us/schools/cams/index.htm,01868
Shelby County,059,Chelsea High School,0020,Shelby,059,03,09,12,N,N,N,Y,Not Title 1,Kenneth Trucks,PO Box 639,Chelsea,AL,35043,35043-0639,(205) 682-7200,(205) 682-7205,none listed,www.shelbyed.k12.al.us/schools/chhs,01171
Shelby County,059,Chelsea Middle School,0023,Shelby,059,03,06,08,Y,Y,N,N,Not Title 1,Andrew Gunn,2321 Highway 39,Chelsea,AL,35043,35043-6952,(205) 682-7210,(205) 682-7215,none listed,www.shelbyed.k12.al.us/schools/chms/index.htm,00031
Shelby County,059,Forest Oaks Elementary School ,0026,Shelby,059,03,OK,05,Y,N,N,N,Not Title 1,Sashalea Baker,1000 Hornet Parkway,Chelsea,AL,35043,35043-0000,(205) 682-7220,(205) 682-7150,nonesupplied@noreply.com,https://www.shelbyed.k12.al.us/schools/foes/index.htm,02189
Shelby County,059,Linda Nolen Learning Center,0035,Shelby,059,03,PK,12,Y,Y,Y,Y,Not Title 1,Michele Shepherd,2280 Highway 35,Pelham,AL,35124,35124-2189,(205) 682-5800,(205) 682-5805,mshepherd@shelbyed.k12.al.us,www.shelbyed.k12.al.us/schools/lnlc/index.htm,01803
Shelby County,059,Columbiana Middle School,0040,Shelby,059,03,06,08,Y,Y,N,N,Not Title 1,Kerry Rush,222 Joiner Town Rd,Columbiana,AL,35051,35051-9399,(205) 682-6610,(205) 682-6615,none listed,www.shelbyed.k12.al.us/schools/cms/index.htm,01173
Shelby County,059,Elvin Hill Elementary School,0045,Shelby,059,03,OK,05,Y,N,N,N,School-wide,Elizabeth Smith,201 Washington St,Columbiana,AL,35051,35051-9397,(205) 682-6620,(205) 682-6625,none listed,www.shelbyed.k12.al.us/schools/ehes/index.htm,01588
Shelby County,059,Helena Elementary School,0050,Shelby,059,03,OK,02,Y,N,N,N,Not Title 1,Mary Cooper,187 3rd St,Helena,AL,35080,35080-3216,(205) 682-5540,(205) 682-5545,none listed,www.shelbyed.k12.al.us/schools/hes/index.htm,01175
Shelby County,059,Helena High School,0051,Shelby,059,03,09,12,N,N,N,Y,Not Title 1,April Brand,1310 Hillsboro Parkway,Helena,AL,35080,35080-0000,(205) 682-3650,(205) 682-3655,nonesupplied@noreply.com,https://www.shelbyed.k12.al.us/schools/hhs,02191
Shelby County,059,Helena Middle,0052,Shelby,059,03,06,08,Y,Y,N,N,Not Title 1,Joseph Knight,1299 Hillsboro Pkwy,Helena,AL,35080,35080-6825,(205) 682-5300,(205) 682-5305,none listed,www.shelbyed.k12.al.us/schools/hlms/index.htm,02128
Shelby County,059,Helena Intermediate School,0053,Shelby,059,03,03,05,Y,N,N,N,Not Title 1,Kathy Paiml,3500 Highway 52,Helena,AL,35080,35080-7136,(205) 682-5520,(205) 682-5525,none listed,www.shelbyed.k12.al.us/schools/his/index.htm,01442
Shelby County,059,Inverness Elementary School,0055,Shelby,059,03,OK,03,Y,N,N,N,Not Title 1,Christine Hoffman,5251 Valleydale Rd,Birmingham,AL,35242,35242-3709,(205) 682-5240,(205) 682-5245,none listed,www.shelbyed.k12.al.us/schools/ies/index.htm,01621
Shelby County,059,Montevallo High School,0060,Shelby,059,03,09,12,N,N,N,Y,Not Title 1,Jeremy Turner,980 Oak St,Montevallo,AL,35115,35115-3718,(205) 682-6400,(205) 682-6405,none listed,www.shelbyed.k12.al.us/schools/mhs/index.htm,01177
Shelby County,059,Montevallo Elementary School,0070,Shelby,059,03,OK,05,Y,N,N,N,School-wide,Allison Campbell,171 Jeter Cir,Montevallo,AL,35115,35115-3832,(205) 682-6420,(205) 682-6425,acampbell@shelbyed.k12.al.us,www.shelbyed.k12.al.us/schools/mes/index.htm,01176
Shelby County,059,Mt Laurel Elementary School,0075,Shelby,059,03,OK,05,Y,N,N,N,Not Title 1,Celita Deem,1 Jefferson Pl,Birmingham,AL,35242,35242-6669,(205) 682-7230,(205) 682-7235,none listed,www.shelbyed.k12.al.us/schools/mtles/index.htm,02085
Shelby County,059,Montevallo Middle School,0080,Shelby,059,03,06,08,Y,Y,N,N,Not Title 1,Shelia Lewis,235 Samford St,Montevallo,AL,35115,35115-4123,(205) 682-6410,(205) 682-6415,none listed,www.shelbyed.k12.al.us/schools/mms/index.htm,01178
Shelby County,059,Oak Mountain High School,0081,Shelby,059,03,09,12,N,N,N,Y,Not Title 1,Kristi Sayers,5476 Caldwell Mill Rd,Birmingham,AL,35242,35242-4520,(205) 682-5200,(205) 682-5205,none listed,www.shelbyboe.k12.al.us/schools/omhs/index.html,01189
Shelby County,059,Oak Mountain Intermediate School,0082,Shelby,059,03,04,05,Y,N,N,N,Not Title 1,Patricia LeQuier,5486 Caldwell Mill Rd,Birmingham,AL,35242,35242-4520,(205) 682-5220,(205) 682-5225,none listed,www.shelbyed.k12.al.us/schools/omis/index.htm,00324
Shelby County,059,Oak Mountain Elementary School,0083,Shelby,059,03,OK,03,Y,N,N,N,Not Title 1,Debbie Horton,5640 Cahaba Valley Rd,Birmingham,AL,35242,35242-4902,(205) 682-5230,(205) 682-5235,none listed,www.shelbyed.k12.al.us/schools/omes/index.htm,01804
Shelby County,059,Oak Mountain Middle School,0084,Shelby,059,03,06,08,Y,Y,N,N,Not Title 1,Larry Haynes,5650 Cahaba Valley Rd,Birmingham,AL,35242,35242-4902,(205) 682-5210,(205) 682-5215,none listed,www.shelbyed.k12.al.us/schools/omms/Index.htm,00124
Shelby County,059,Shelby County High School,0090,Shelby,059,03,09,12,N,N,N,Y,Not Title 1,Barbara Snyder,101 Washington St,Columbiana,AL,35051,35051-9396,(205) 682-6600,(205) 682-6605,none listed,www.shelbyed.k12.al.us/schools/schs/index.htm,01174
Shelby County,059,New Direction,0095,Shelby,059,03,06,12,Y,Y,Y,Y,Not Title 1,Lawson Cofield,701 Hwy 70,Columbiana,AL,35051,35051-0000,(205) 682-5910,(205) 682-5915,rcofield@shelbyed.k12.al.us,https://www.shelbyed.k12.al.us/schools/scas/index.htm,01418
Shelby County,059,Shelby Elementary School,0110,Shelby,059,03,PK,05,Y,N,N,N,School-wide,Stacy Aderholt,19099 Highway 145,Shelby,AL,35143,35143-5572,(205) 682-6630,(205) 682-6635,saderholt@shelbyed.k12.al.us,www.shelbyed.k12.al.us/schools/ses/index.htm,01181
